code,name,description,refreshed_at,from_date,to_date
BOM538756,Aditya Birla Sun Life Focused Equity Fund - Series 3 Regular Dividend EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 3 Regular Dividend EOD Prices.,,,
BOM538757,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Growth EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Growth EOD Prices.,,,
BOM538758,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Dividend EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Dividend EOD Prices.,,,
BOM538763,ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option) EOD Prices,End of Day prices and additional trading information for ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option) EOD Prices.,14-05-2021 14:19,16-03-2017,26-10-2017
BOM538764,Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option) EOD Prices,End of Day prices and additional trading information for Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option) EOD Prices.,,,
BOM538765,JLA Infraville Shoppers Ltd EOD Prices,End of Day prices and additional trading information for JLA Infraville Shoppers Ltd EOD Prices.,14-05-2021 14:19,12-11-2014,10-05-2021
BOM538770,Crane Infrastructure Ltd EOD Prices,End of Day prices and additional trading information for Crane Infrastructure Ltd EOD Prices.,14-05-2021 14:19,27-02-2015,14-05-2021
BOM538771,Pincon Spirit Ltd EOD Prices,End of Day prices and additional trading information for Pincon Spirit Ltd EOD Prices.,14-05-2021 14:19,14-11-2014,04-02-2019
BOM538772,Niyogin Fintech Ltd EOD Prices,End of Day prices and additional trading information for Niyogin Fintech Ltd EOD Prices.,14-05-2021 14:19,18-11-2014,14-05-2021
BOM538777,Asia Capital Ltd EOD Prices,End of Day prices and additional trading information for Asia Capital Ltd EOD Prices.,14-05-2021 14:19,22-03-2016,24-08-2017
BOM538778,Akashdeep Metal Industries Ltd EOD Prices,End of Day prices and additional trading information for Akashdeep Metal Industries Ltd EOD Prices.,14-05-2021 14:19,22-03-2016,14-05-2021
BOM538786,Citizen Infoline Ltd EOD Prices,End of Day prices and additional trading information for Citizen Infoline Ltd EOD Prices.,14-05-2021 14:19,19-11-2014,14-05-2021
BOM538787,Goenka Business & Finance Ltd EOD Prices,End of Day prices and additional trading information for Goenka Business & Finance Ltd EOD Prices.,14-05-2021 14:19,19-11-2014,14-05-2021
BOM538788,Gilada Finance & Investments Ltd EOD Prices,End of Day prices and additional trading information for Gilada Finance & Investments Ltd EOD Prices.,14-05-2021 14:19,19-11-2014,12-05-2021
BOM538789,Budge Budge Company Ltd EOD Prices,End of Day prices and additional trading information for Budge Budge Company Ltd EOD Prices.,,,
BOM538793,Tej Infoways Ltd EOD Prices,End of Day prices and additional trading information for Tej Infoways Ltd EOD Prices.,,,
BOM538794,Jet Infraventure Ltd EOD Prices,End of Day prices and additional trading information for Jet Infraventure Ltd EOD Prices.,14-05-2021 14:19,25-11-2014,17-08-2020
BOM538795,Shree Ajit Pulp And Paper Ltd EOD Prices,End of Day prices and additional trading information for Shree Ajit Pulp And Paper Ltd EOD Prices.,14-05-2021 14:19,26-11-2014,14-05-2021
BOM538808,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth EOD Prices,End of Day prices and additional trading information for DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth EOD Prices.,14-05-2021 14:19,10-06-2015,19-12-2018
BOM538809,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout EOD Prices,End of Day prices and additional trading information for DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout EOD Prices.,14-05-2021 14:19,26-03-2015,03-08-2017
BOM538810,Dsp Blackrock 3 Years Close Ended Equity Fund- Direct Plan - Growth EOD Prices,End of Day prices and additional trading information for Dsp Blackrock 3 Years Close Ended Equity Fund- Direct Plan - Growth EOD Prices.,,,
BOM538811,Dsp Blackrock 3 Years Close Ended Equity Fund-direct Plan - Dividend Payout EOD Prices,End of Day prices and additional trading information for Dsp Blackrock 3 Years Close Ended Equity Fund-direct Plan - Dividend Payout EOD Prices.,,,
BOM538812,Aanchal Ispat Ltd EOD Prices,End of Day prices and additional trading information for Aanchal Ispat Ltd EOD Prices.,14-05-2021 14:19,10-12-2014,14-05-2021
BOM538817,Captain Pipes Ltd EOD Prices,End of Day prices and additional trading information for Captain Pipes Ltd EOD Prices.,14-05-2021 14:19,11-12-2014,04-05-2021
BOM538818,SBI Equity Opportunities Fund - Series II-Regular Plan -Growth EOD Prices,End of Day prices and additional trading information for SBI Equity Opportunities Fund - Series II-Regular Plan -Growth EOD Prices.,14-05-2021 14:19,10-07-2017,24-11-2017
BOM538819,Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout EOD Prices,End of Day prices and additional trading information for Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout EOD Prices.,,,
BOM538820,Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth EOD Prices,End of Day prices and additional trading information for Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth EOD Prices.,,,
BOM538821,Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout EOD Prices,End of Day prices and additional trading information for Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout EOD Prices.,,,
BOM538833,Anubhav Infrastructure Ltd EOD Prices,End of Day prices and additional trading information for Anubhav Infrastructure Ltd EOD Prices.,14-05-2021 14:19,12-12-2014,14-05-2021
BOM538834,Meenakshi Enterprises Ltd EOD Prices,End of Day prices and additional trading information for Meenakshi Enterprises Ltd EOD Prices.,14-05-2021 14:19,18-12-2014,12-05-2021
BOM538835,Intellect Design Arena Ltd EOD Prices,End of Day prices and additional trading information for Intellect Design Arena Ltd EOD Prices.,14-05-2021 14:19,18-12-2014,14-05-2021
BOM538836,Monte Carlo Fashions Ltd EOD Prices,End of Day prices and additional trading information for Monte Carlo Fashions Ltd EOD Prices.,14-05-2021 14:19,19-12-2014,14-05-2021
BOM538837,Jeevan Scientific Technology Ltd EOD Prices,End of Day prices and additional trading information for Jeevan Scientific Technology Ltd EOD Prices.,14-05-2021 14:19,19-12-2014,14-05-2021
BOM538838,Indo Cotspin Ltd EOD Prices,End of Day prices and additional trading information for Indo Cotspin Ltd EOD Prices.,14-05-2021 14:19,24-12-2014,10-05-2021
BOM538841,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH EOD Prices.,14-05-2021 14:19,04-12-2017,04-12-2017
BOM538842,Aditya Birla Sun Life Focused Equity Fund - Series 4 Regular Dividend EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 4 Regular Dividend EOD Prices.,,,
BOM538843,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Growth EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Growth EOD Prices.,,,
BOM538844,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Dividend EOD Prices,End of Day prices and additional trading information for Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Dividend EOD Prices.,,,
BOM538853,Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option EOD Prices.,,,
BOM538854,Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option EOD Prices.,,,
BOM538855,Reliance Capital Builder Fund II - Series A -  Dividend Payout Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund II - Series A -  Dividend Payout Option EOD Prices.,14-05-2021 14:19,12-08-2015,02-03-2017
BOM538856,Reliance Capital Builder Fund II - Series A -  Growth Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund II - Series A -  Growth Option EOD Prices.,14-05-2021 14:19,02-01-2015,11-12-2017
BOM538857,Scintilla Commercial & Credit Ltd EOD Prices,End of Day prices and additional trading information for Scintilla Commercial & Credit Ltd EOD Prices.,14-05-2021 14:19,07-01-2015,01-02-2021
BOM538858,Camson Bio Technologies Ltd EOD Prices,End of Day prices and additional trading information for Camson Bio Technologies Ltd EOD Prices.,14-05-2021 14:19,07-01-2015,11-05-2020
BOM538860,Panafic Industrials Ltd EOD Prices,End of Day prices and additional trading information for Panafic Industrials Ltd EOD Prices.,14-05-2021 14:19,07-01-2015,14-05-2021
BOM538861,Amsons Apparels Ltd EOD Prices,End of Day prices and additional trading information for Amsons Apparels Ltd EOD Prices.,14-05-2021 14:19,06-01-2015,22-10-2019
BOM538862,My Money Securities Ltd EOD Prices,End of Day prices and additional trading information for My Money Securities Ltd EOD Prices.,14-05-2021 14:19,07-01-2015,23-11-2020
BOM538863,Sri Amarnath Finance Ltd EOD Prices,End of Day prices and additional trading information for Sri Amarnath Finance Ltd EOD Prices.,14-05-2021 14:19,11-05-2015,11-05-2015
BOM538868,Continental Securities Ltd EOD Prices,End of Day prices and additional trading information for Continental Securities Ltd EOD Prices.,14-05-2021 14:19,08-01-2015,06-05-2021
BOM538873,Winy Commercial & Fiscal Services Ltd EOD Prices,End of Day prices and additional trading information for Winy Commercial & Fiscal Services Ltd EOD Prices.,14-05-2021 14:19,21-04-2015,28-12-2018
BOM538874,Nexus Surgical And Medicare Ltd EOD Prices,End of Day prices and additional trading information for Nexus Surgical And Medicare Ltd EOD Prices.,14-05-2021 14:19,09-01-2015,12-05-2021
BOM538875,Sellwin Traders Ltd EOD Prices,End of Day prices and additional trading information for Sellwin Traders Ltd EOD Prices.,14-05-2021 14:19,22-02-2017,30-04-2021
BOM538876,S T Services Ltd EOD Prices,End of Day prices and additional trading information for S T Services Ltd EOD Prices.,14-05-2021 14:19,30-03-2016,04-01-2019
BOM538881,Galada Finance Ltd EOD Prices,End of Day prices and additional trading information for Galada Finance Ltd EOD Prices.,14-05-2021 14:19,14-01-2015,09-03-2021
BOM538882,Emerald Leasing Finance & Investment Company Ltd EOD Prices,End of Day prices and additional trading information for Emerald Leasing Finance & Investment Company Ltd EOD Prices.,14-05-2021 14:19,14-01-2015,14-05-2021
BOM538890,M.K. Exim (India) Ltd EOD Prices,End of Day prices and additional trading information for M.K. Exim (India) Ltd EOD Prices.,14-05-2021 14:19,14-01-2015,14-05-2021
BOM538891,Magellanic Cloud Ltd EOD Prices,End of Day prices and additional trading information for Magellanic Cloud Ltd EOD Prices.,14-05-2021 14:19,22-01-2015,14-05-2021
BOM538892,ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout) EOD Prices.,14-05-2021 14:19,24-04-2017,24-04-2018
BOM538893,Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout) EOD Prices.,,,
BOM538894,Octal Credit Capital Ltd EOD Prices,End of Day prices and additional trading information for Octal Credit Capital Ltd EOD Prices.,14-05-2021 14:19,26-03-2015,24-03-2021
BOM538895,Mihika Industries Ltd EOD Prices,End of Day prices and additional trading information for Mihika Industries Ltd EOD Prices.,14-05-2021 14:19,16-01-2015,13-04-2017
BOM538896,Kanchi Karpooram Ltd EOD Prices,End of Day prices and additional trading information for Kanchi Karpooram Ltd EOD Prices.,14-05-2021 14:19,15-01-2015,14-05-2021
BOM538897,Shri Niwas Leasing And Finance Ltd EOD Prices,End of Day prices and additional trading information for Shri Niwas Leasing And Finance Ltd EOD Prices.,14-05-2021 14:19,16-01-2015,26-04-2021
BOM538902,Dhunseri Tea & Industries Ltd EOD Prices,End of Day prices and additional trading information for Dhunseri Tea & Industries Ltd EOD Prices.,14-05-2021 14:19,20-01-2015,14-05-2021
BOM538918,Vani Commercials Ltd EOD Prices,End of Day prices and additional trading information for Vani Commercials Ltd EOD Prices.,14-05-2021 14:19,11-06-2015,14-05-2021
BOM538919,Skyline Ventures India Ltd EOD Prices,End of Day prices and additional trading information for Skyline Ventures India Ltd EOD Prices.,14-05-2021 14:19,29-01-2015,18-09-2020
BOM538920,Spaceage Products Ltd EOD Prices,End of Day prices and additional trading information for Spaceage Products Ltd EOD Prices.,14-05-2021 14:19,02-08-2019,14-05-2021
BOM538921,Raghuvansh Agrofarms Ltd EOD Prices,End of Day prices and additional trading information for Raghuvansh Agrofarms Ltd EOD Prices.,14-05-2021 14:19,28-01-2015,19-04-2021
BOM538922,COSYN Ltd EOD Prices,End of Day prices and additional trading information for COSYN Ltd EOD Prices.,14-05-2021 14:19,29-01-2015,14-05-2021
BOM538923,Sofcom Systems Ltd EOD Prices,End of Day prices and additional trading information for Sofcom Systems Ltd EOD Prices.,14-05-2021 14:19,05-02-2015,04-05-2021
BOM538924,ICICI Prudential Growth Fund Series 7 (Regular Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for ICICI Prudential Growth Fund Series 7 (Regular Plan - Dividend Payout) EOD Prices.,14-05-2021 14:19,11-09-2015,18-07-2018
BOM538925,Icici Prudential Growth Fund Series 7 (direct Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for Icici Prudential Growth Fund Series 7 (direct Plan - Dividend Payout) EOD Prices.,,,
BOM538926,Naturite Agro Products Ltd EOD Prices,End of Day prices and additional trading information for Naturite Agro Products Ltd EOD Prices.,14-05-2021 14:19,05-02-2015,02-03-2021
BOM538928,Karnavati Finance Ltd EOD Prices,End of Day prices and additional trading information for Karnavati Finance Ltd EOD Prices.,14-05-2021 14:19,05-02-2015,14-05-2021
BOM538935,Abhishek Finlease Ltd EOD Prices,End of Day prices and additional trading information for Abhishek Finlease Ltd EOD Prices.,14-05-2021 14:19,09-02-2015,26-03-2021
BOM538936,Icici Prudential Growth Fund Series 8 (regular Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for Icici Prudential Growth Fund Series 8 (regular Plan - Dividend Payout) EOD Prices.,,,
BOM538937,Icici Prudential Growth Fund Series 8 (direct Plan - Dividend Payout) EOD Prices,End of Day prices and additional trading information for Icici Prudential Growth Fund Series 8 (direct Plan - Dividend Payout) EOD Prices.,,,
BOM538938,Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option EOD Prices.,,,
BOM538939,Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option EOD Prices.,,,
BOM538940,Reliance Capital Builder Fund II - Series B -  Dividend Payout Option EOD Prices,End of Day prices and additional trading information for Reliance Capital Builder Fund II - Series B -  Dividend Payout Option EOD Prices.,14-05-2021 14:19,27-02-2015,22-01-2018
